13,23,33
05,06,16
05,07,28
05,28,33
08,17,25
08,10,15
01,31,33
18,24,30
03,18,23
11,14,16
21,25,27
10,23,32
01,23,25
09,11,16
02,24,33
01,05,23
01,30,31
13,28,32
15,20,24
05,28,30
09,18,28
02,12,33
01,02,19
08,19,26
03,08,28
16,20,31
18,23,25
08,11,19
04,19,26
05,15,24
11,23,33
05,07,08
02,07,20
19,28,29
10,11,22
05,08,16
01,15,25
04,06,24
05,08,23
01,13,16
06,26,28
15,28,30
13,25,32
16,24,26
07,21,22
13,18,32
11,15,25
06,32,33
10,14,26
25,31,33
